,0,1,2,3,4,5,6,7,8,9,10,11
192,3727,Hounds of Love,2016,,6.5,88%,0,1,0,0,Ben Young,108.0
193,3728,Pawn Sacrifice,2015,13+,7.0,72%,0,1,0,0,Edward Zwick,115.0
194,3729,Transformers: Dark of the Moon,2011,13+,6.2,35%,0,1,1,0,Michael Bay,154.0
195,3730,Ben Is Back,2018,18+,6.7,82%,0,1,0,0,Peter Hedges,103.0
196,3731,Wayne's World 2,1993,13+,6.2,61%,0,1,1,0,Stephen Surjik,95.0
197,3732,No Strings Attached,2011,18+,6.2,49%,0,1,1,0,Ivan Reitman,108.0
198,3733,Along with the Gods: The Two Worlds,2017,7+,7.3,63%,0,1,0,0,Yong-hwa Kim,139.0
199,3734,Young & Beautiful,2013,,6.7,73%,0,1,0,0,François Ozon,95.0
200,3735,The Pirates! In an Adventure with Scientists!,2012,7+,6.7,86%,0,1,0,0,"Peter Lord,Jeff Newitt",88.0
201,3736,Lo and Behold: Reveries of the Connected World,2016,13+,7.0,93%,0,1,0,0,Werner Herzog,98.0
202,3737,Operation Finale,2018,13+,6.6,60%,0,1,1,0,Chris Weitz,122.0
203,3738,78/52,2017,,7.3,89%,0,1,0,0,Alexandre O. Philippe,91.0
204,3739,Gloria,2013,18+,6.8,99%,0,1,0,0,Edward Zwick,122.0
205,3740,Princess Cyd,2017,,6.7,94%,0,1,0,0,Stephen Cone,96.0
206,3741,The Domestics,2018,18+,5.7,100%,0,1,1,0,Mike P. Nelson,95.0
207,3742,Andy Irons: Kissed by God,2018,,8.3,100%,0,1,1,0,"Steve Jones,Todd Jones",100.0
208,3743,Joe Strummer: The Future Is Unwritten,2007,,7.6,89%,0,1,0,0,Julien Temple,124.0
209,3744,The Commuter,2018,13+,6.3,56%,0,1,1,0,Jaume Collet-Serra,105.0
210,3745,Dirty Wars,2013,,7.5,85%,0,1,0,0,Rick Rowley,87.0
211,3746,Soul Food,1997,18+,7.0,81%,0,1,0,0,George Tillman Jr.,115.0
212,3747,Sidewalls,2011,13+,7.5,67%,0,1,0,0,Gustavo Taretto,95.0
213,3748,Miss Stevens,2016,,6.6,91%,0,1,0,0,Julia Hart,86.0
214,3749,Footloose,2011,13+,5.9,69%,0,1,1,0,Craig Brewer,113.0
215,3750,Charlotte's Web,1973,all,6.9,76%,0,1,1,0,Gary Winick,97.0
216,3751,Shirley Valentine,1989,18+,7.2,73%,0,1,0,0,Lewis Gilbert,108.0
217,3752,Drinking Buddies,2013,18+,6.1,83%,0,1,0,0,Joe Swanberg,90.0
218,3753,The Keeper of Lost Causes,2013,,7.2,70%,0,1,0,0,Mikkel Nørgaard,96.0
219,3754,Sea of Shadows,2019,13+,7.2,94%,0,1,0,0,"Richard Ladkani,Sean Bogle,Matthew Podolsky",104.0
220,3755,Oh Lucy!,2017,,6.8,98%,0,1,0,0,Atsuko Hirayanagi,95.0
221,3756,The Spy Who Dumped Me,2018,18+,6.0,49%,0,1,1,0,Susanna Fogel,117.0
222,3757,Skate Kitchen,2018,18+,6.8,89%,0,1,0,0,Crystal Moselle,106.0
223,3758,Experimenter,2015,13+,6.6,85%,0,1,0,0,Michael Almereyda,98.0
224,3759,What They Had,2018,18+,6.6,87%,0,1,0,0,Elizabeth Chomko,101.0
225,3760,Burn,2012,,7.5,100%,0,1,1,0,Mike Gan,88.0
226,3761,Margarita with a Straw,2015,13+,7.2,86%,0,1,1,0,"Shonali Bose,Nilesh Maniyar",100.0
227,3762,Odd Thomas,2013,13+,6.8,38%,0,1,1,0,Stephen Sommers,100.0
228,3763,Every Day,2018,13+,6.4,63%,0,1,1,0,Michael Sucsy,97.0
229,3764,Nothing Like a Dame,2018,,7.3,99%,0,1,0,0,Roger Michell,84.0
230,3765,Brian Banks,2019,13+,7.1,61%,0,1,0,0,Tom Shadyac,99.0
231,3766,It's a Disaster,2013,18+,6.4,79%,0,1,1,0,Todd Berger,88.0
232,3767,The Little Death,2014,,7.1,61%,0,1,0,0,Josh Lawson,96.0
233,3768,Becoming Bond,2017,18+,7.5,81%,0,1,0,0,Josh Greenbaum,95.0
234,3769,After the Screaming Stops,2018,18+,7.1,100%,0,1,0,0,"Joe Pearlman,David Soutar",98.0
235,3770,Slums of Beverly Hills,1998,18+,6.6,80%,0,1,0,0,Tamara Jenkins,91.0
236,3771,Lords of Chaos,2019,18+,6.5,74%,0,1,0,0,Jonas Åkerlund,118.0
237,3772,The Frozen Ground,2013,18+,6.4,61%,0,1,1,0,Scott Walker,105.0
238,3773,Paranoid Park,2007,18+,6.7,76%,0,1,0,0,Gus Van Sant,85.0
239,3774,The Hunchback of Notre Dame,1923,,7.3,91%,0,1,0,1,"Gary Trousdale,Kirk Wise",91.0
240,3775,Support the Girls,2018,18+,6.4,91%,0,1,0,0,Andrew Bujalski,93.0
241,3776,The China Hustle,2018,18+,7.2,77%,0,1,0,0,Jed Rothstein,82.0
242,3777,Paranormal Activity 3,2011,18+,5.8,67%,0,1,0,0,"Henry Joost,Ariel Schulman",83.0
243,3778,Death Wish,2018,18+,6.4,18%,0,1,1,0,Eli Roth,107.0
244,3779,Cold Case Hammarskjöld,2019,,7.6,83%,0,1,0,0,Mads Brügger,128.0
245,3780,Anna and the Apocalypse,2017,18+,6.0,77%,0,1,1,0,John McPhail,93.0
246,3781,Somm,2013,,7.0,79%,0,1,0,0,Jason Wise,94.0
247,3782,"Love, Gilda",2018,,7.4,89%,0,1,0,0,Lisa D'Apolito,88.0
248,3783,Star Trek: Insurrection,1998,7+,6.4,55%,0,1,1,0,Jonathan Frakes,103.0
249,3784,Bad Company,1972,7+,7.0,92%,0,1,1,0,Wes Craven,84.0
250,3785,Dior and I,2015,18+,7.3,84%,0,1,1,0,Frédéric Tcheng,90.0
251,3786,"Where'd You Go, Bernadette",2019,13+,6.5,49%,0,1,0,0,Richard Linklater,109.0
252,3787,Gorky Park,1983,18+,6.8,75%,0,1,1,0,Michael Apted,128.0
253,3788,Beach Rats,2017,18+,6.4,85%,0,1,0,0,Eliza Hittman,98.0
254,3789,Manderlay,2005,,7.3,50%,0,1,0,0,Lars von Trier,139.0
255,3790,High Strung,2016,7+,6.4,75%,0,1,1,0,Michael Damian,96.0
256,3791,The Last Days,2013,,6.1,89%,0,1,1,0,"David Pastor,Àlex Pastor",100.0
257,3792,Free Willy,1993,7+,6.0,58%,0,1,0,0,Simon Wincer,112.0
258,3793,First Girl I Loved,2016,,6.1,89%,0,1,0,0,Kerem Sanga,90.0
259,3794,Man on a Ledge,2012,13+,6.6,32%,0,1,1,0,Asger Leth,102.0
260,3795,Barking Dogs Never Bite,2000,,7.0,67%,0,1,0,0,Bong Joon Ho,110.0
261,3796,Destroyer,2018,18+,6.2,74%,0,1,0,0,Karyn Kusama,121.0
262,3797,Meek's Cutoff,2010,7+,6.5,86%,0,1,1,0,Kelly Reichardt,104.0
263,3798,No One Knows About Persian Cats,2009,,7.1,95%,0,1,0,0,Bahman Ghobadi,106.0
264,3799,Villains,2019,18+,6.2,84%,0,1,0,0,"Dan Berk,Robert Olsen",90.0
265,3800,The Limehouse Golem,2016,,6.3,74%,0,1,0,0,Juan Carlos Medina,109.0
266,3801,Walking Tall,1973,18+,7.0,75%,0,1,0,0,Kevin Bray,86.0
267,3802,Tragedy Girls,2017,18+,6.0,82%,0,1,0,0,Tyler MacIntyre,98.0
268,3803,Pet Sematary,2019,18+,5.7,58%,0,1,1,0,"Kevin Kölsch,Dennis Widmyer",101.0
269,3804,The Overnight,2015,18+,6.1,83%,0,1,1,0,Patrick Brice,79.0
270,3805,Star Trek: The Motion Picture,1979,7+,6.4,42%,0,1,1,0,Robert Wise,132.0
271,3806,Crime + Punishment,2018,,7.4,92%,0,1,0,0,Rob Schmidt,100.0
272,3807,Vincere,2009,,6.9,92%,0,1,0,0,Marco Bellocchio,128.0
273,3808,Southbound,2015,18+,5.9,80%,0,1,1,0,"Roxanne Benjamin,Matt Bettinelli-Olpin,David Bruckner,Tyler Gillett,Patrick Horvath,Justin Martinez,Radio Silence,Chad Villella",89.0
274,3809,The Quake,2018,13+,6.2,84%,0,1,0,0,John Andreas Andersen,106.0
275,3810,American Ultra,2015,18+,6.1,43%,0,1,1,0,Nima Nourizadeh,96.0
276,3811,Hellbound: Hellraiser II,1988,18+,6.5,52%,0,1,1,0,Tony Randel,97.0
277,3812,The Hero,2017,18+,6.5,78%,0,1,0,0,Brett Haley,96.0
278,3813,Tom of Finland,2017,,6.8,83%,0,1,0,0,Dome Karukoski,117.0
279,3814,Fyre Fraud,2019,,6.8,76%,0,1,0,0,"Jenner Furst,Julia Willoughby Nason",96.0
280,3815,David Crosby: Remember My Name,2019,18+,7.2,91%,0,1,0,0,A.J. Eaton,95.0
281,3816,Gilbert,2017,18+,7.4,95%,0,1,0,0,Neil Berkeley,94.0
282,3817,Framing John DeLorean,2019,,6.4,89%,0,1,0,0,"Don Argott,Sheena M. Joyce",109.0
283,3818,Marrowbone,2017,18+,6.6,47%,0,1,0,0,Sergio G. Sánchez,110.0
284,3819,Kusama : Infinity,2018,,7.2,93%,0,1,0,0,Heather Lenz,76.0
285,3820,Please Stand By,2018,13+,6.7,58%,0,1,0,0,,51.0
286,3821,Those People,2015,,6.5,80%,0,1,0,0,Joey Kuhn,89.0
287,3822,The Time That Remains,2009,13+,7.1,84%,0,1,0,0,Elia Suleiman,109.0
288,3823,The Mexican,2001,18+,6.1,54%,0,1,0,0,Gore Verbinski,123.0
